article_id;title;doi;year;authors;journal;keywords;study_country;latitude;longitude;study_continent;study_subregion;country_list;is_multi_country;continent_list;is_multi_continent;researcher_country;researcher_continent;researcher_subregion;topic_id;megatopic_id;research_flow;income_group;hdi;gender_inequality_index
153;Not without my mobile phone: alcohol binge drinking, gender violence and technology in the Spanish culture of intoxication;10.1080/09687637.2019.1585759;2019;Romo-Aviles, N and Garcia-Carpintero, MA and Pavon-Benitez, L;DRUGS-EDUCATION PREVENTION AND POLICY;"Intoxication culture;alcohol;gender violence;young people;tecnology;night-time economy;YOUNG-ADULTS;DATING VIOLENCE;SOCIAL NETWORKING;SUBSTANCE USE;SEXUAL RISK;WOMEN;ADOLESCENTS;CONSUMPTION;PREVALENCE;STUDENTS;Alcoholics;Violence;Drinking";ESP;32.8420226;-96.7937701;Europa;Europa Meridional;['ESP'];0;['Europa'];0;USA;América;América do Norte;13;3;Cross-continental;High income;0.905;0.065
154;Bulletin of the World Health Organization;10.2471/blt.00.0000;2021;World Health Organization;BULLETIN OF THE WORLD HEALTH ORGANIZATION;"INTIMATE PARTNER VIOLENCE;TRAUMA;ABUSE;RECESSION;Prevalence;Risk Factors;Germany";DEU;51.4582235;7.0158171;Europa;Europa Ocidental;['DEU'];0;['Europa'];0;DEU;Europa;Europa Ocidental;26;1;Domestic;High income;0.942;0.073
155;Sharp Force Homicide in Denmark 1992–2016;10.1111/1556-4029.14244;2020;Thomsen AH, Hougen HP, Villesen P, Brink O, Leth PM.;Journal of Forensic Sciences 2020.65:833-839;Denmark;DNK;1.2818884;103.836937;Europa;Europa Setentrional;['DNK'];0;['Europa'];0;SGP;Ásia;Sudeste Asiático;20;7;Cross-continental;High income;0.948;0.013
156;Differences in stressful life events between men and women experiencing homelessness;10.1002/jcop.22465;2021;"Sara Rodriguez‐Moreno1 | José J. Vázquez2 |  Pablo Roca1 | Sonia Panadero1";Journal Community Psychology 2021.49:375-389;"gender; homelessness; people experiencing homelessness; stressful life events; women experiencing homelessness";ESP;;;Europa;Europa Meridional;['ESP'];0;['Europa'];0;DNK;Europa;Europa Setentrional;31;5;Intra-continental;High income;0.905;0.065
157;Unreported workplace violence in nursing;10.1111/inr.12106;2014;Kvas A, Seljak J.;International Nursing Review 2014.61:344-351;"Workplace;Violence";SVN;;;Europa;Europa Oriental;['SVN'];0;['Europa'];0;SVN;Europa;Europa Oriental;6;6;Domestic;High income;0.918;0.056
158;Patterns of intimate partner violence against women in Europe: prevalence and associated risk factors;10.1136/jech-2020-214987;2021;Podana, Z;JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH;"violence;gender;public health;multilevel modelling;DEPRESSIVE SYMPTOMS;COERCIVE CONTROL;COUPLE VIOLENCE;TERRORISM;DISORDER;MARKERS;IMPACT;Risk Factors;Prevalence;Europe";NPL;50.0888947;14.4162757;Ásia;Ásia Meridional;['NPL'];0;['Ásia'];0;CZE;Europa;Europa Oriental;30;1;Cross-continental;Lower middle income;0.602;0.452
159;A COMPARATIVE ANALYSIS OF PREVALENCE AND CONSISTENT CORRELATES OF INTIMATE PARTNER VIOLENCE AGAINST WOMEN IN THREE WEST AFRICAN COUNTRIES;10.17323/727-0634-2021-19-3-495-508;2021;Ola, BE;JOURNAL OF SOCIAL POLICY STUDIES;"Intimate Partner Violence Against Women;Consistent Correlates;LAMIC;West Africa;DOMESTIC VIOLENCE;MEN;CONSEQUENCES;HEALTH;GENDER;RISK;Prevalence;Violence";"GMB; NGA; SLE";55.625578;37.6063916;África;África Ocidental;['GMB', 'NGA', 'SLE'];1;['África'];0;RUS;Europa;Europa Oriental;21;6;Multi-national;;;
160;A qualitative analysis of decision-making among women with sexual violence-related pregnancies in conflict-affected eastern Democratic Republic of the Congo;10.1186/s12884-018-1942-7;2018;Jennifer Scott;BMC Pregnancy and Childbirth, 2018, doi:10.1186/s12884-018-1942-7;Sexual violence,Pregnancy,Decision-making,Democratic Republic of the Congo,Conflict,Reproductive health services;COD;2.4898245;23.302236;África;África Central;['COD'];0;['África'];0;COD;África;África Central;11;1;Domestic;Low income;0.479;0.655
161;Armed Conflict, Intimate Partner Violence, and Mental Distress of Women in Northeastern Uganda: A Mixed Methods Study;10.1177/0361684319864366;2019;Jennifer J. Mootz, Florence Muhanguzi, Brenna Greenfield, Meghan Gill, Miigis B. Gonzalez, Pavel Panko, Patrick Onyango Mangen, Milton L. Wainberg, and Kaveh Khoshnood;Psychology of Women Quarterly 0.0:0361684319864366;war,domestic violence,common mental disorders,depression,mixed methods,transnational;UGA;40.8077559;-73.9616141;África;África Oriental;['UGA'];0;['África'];0;USA;América;América do Norte;24;4;Cross-continental;Low income;0.525;0.523
162;Associations Between Women’s Economic and Social Empowerment and Intimate Partner Violence: Findings From a Microfinance Plus Program in Rural North West Province, South Africa;10.1177/0886260519836952;2019;Meghna Ranganathan, Louise Knight, Tanya Abramsky, Lufuno Muvhango, Tara Polzer Ngwato, Mpho Mbobelatsi, Giulia Ferrari, Charlotte Watts, and Heidi Stöckl;J Interpers Violence 0.0:0886260519836952;women’s economic and social empowerment,economic situation,microfinance plus,intimate partner violence (IPV),South Africa;ZAF;51.5255901;-0.1262141;África;África Meridional;['ZAF'];0;['África'];0;GBR;Europa;Europa Ocidental;18;3;Cross-continental;Upper middle income;0.713;0.405
163;Associations between bride price stress and intimate partner violence amongst pregnant women in Timor-Leste;10.1186/s12992-017-0291-z;2017;Susan Rees;Globalization and Health, 2017, doi:10.1186/s12992-017-0291-z;Stress,Bride price,Poverty,Intimate partner violence;TLS;-32.8870387;151.7098651;Ásia;Sudeste Asiático;['TLS'];0;['Ásia'];0;AUS;Oceania;Austrália e Nova Zelândia;21;6;Cross-continental;Lower middle income;0.607;0.355
164;Controlling Behavior and Lifetime Physical, Sexual, and Emotional Violence in sub-Saharan Africa;10.1177/0886260519835878;2019;Heather F. McClintock, PhD, MSPH, MSW, Marsha L. Trego, MPH, and Evangeline M. Wang, BSc;J Interpers Violence 0.0:0886260519835878;cultural contexts,domestic violence,intergenerational transmission of trauma,sexual assault,intimate partner violence;"COD; CIV; CMR; NAM; SLE; TGO; ZMB";4.6125522;13.1535811;África;África Central / África Ocidental / África Meridional;['COD', 'CIV', 'CMR', 'NAM', 'SLE', 'TGO', 'ZMB'];1;['África'];0;CMR;África;África Central;1;1;Multi-national;;;
165;Associations Among Age of First Experience of Violence, Type of Victimization, Polyvictimization, and Mental Distress in Nigerian Females;10.1177/10778012211038973;2022;NaeHyung Lee, Greta Massetti, Ashley Watson, Shannon Self-Brown;Violence Against Women 2022.28:2992-3012;"mental health;Nigeria;females;violence;polyvictimization;ADVERSE CHILDHOOD EXPERIENCES;INTIMATE PARTNER VIOLENCE;POLY-VICTIMIZATION;DOMESTIC VIOLENCE;ADOLESCENT GIRLS;PHYSICAL HEALTH;RISK BEHAVIORS;MALTREATMENT;IMPACT;PREVALENCE;Violence";NGA;33.7535889;-84.3854209;África;África Ocidental;['NGA'];0;['África'];0;USA;América;América do Norte;31;5;Cross-continental;Lower middle income;0.535;0.68
166;Cycle of violence among young Kenyan women_ The link between childhood violence and adult physical intimate partner violence in a population-based survey;10.1016/j.chiabu.2018.07.010;2018;Laura Chiang;Child Abuse & Neglect, 84 (2018) 45-52. doi:10.1016/j.chiabu.2018.07.010;"Violence against children; Intimate partner violence; Revictimization; Sexual violence; Kenya; ";KEN;1.4419683;38.4313975;África;África Oriental;['KEN'];0;['África'];0;KEN;África;África Oriental;29;2;Domestic;Lower middle income;0.575;0.506
167;Association Between Girl-child Marriage and Intimate Partner Violence in Sub-Saharan Africa: Insights From a Multicountry Analysis of Demographic and Health Surveys;10.1177/08862605211005139;2021;Bright Opoku Ahinkorah, Olayinka Modupe Onayemi, Abdul-Aziz Seidu, Oluwafemi Emmanuel Awopegba, and Anthony Idowu Ajayi;J Interpers Violence 0.0:08862605211005139;child marriage,intimate partner violence,domestic violence,sub-Saharan Africa;"MWI; MOZ; ZAF; ZMB; ZWE; BDI; ETH; RWA; TZA; UGA; BEN; MLI; NGA; AGO; CMR; TCD  ";24.4769288;90.2934413;África;África Meridional / África Oriental / África Ocidental / África Central;['MWI', 'MOZ', 'ZAF', 'ZMB', 'ZWE', 'BDI', 'ETH', 'RWA', 'TZA', 'UGA', 'BEN', 'MLI', 'NGA', 'AGO', 'CMR', 'TCD'];1;['África'];0;BGD;Ásia;Ásia Meridional;21;6;Multi-national;;;
168;.;;2019;Yusuf RA, Dongarwar D, Yusuf ZI, Salihu HM.;.;Violence;"BDI; ZAF";9.5293472;2.2584408;África;África Oriental / África Meridional;['BDI', 'ZAF'];1;['África'];0;BEN;África;África Ocidental;32;5;Multi-national;;;
169;untitled;;2020;Muuo S, Muthuri SK, Mutua MK, McAlpine A, Bacchus LJ, Ogego H, Bangha M, Hossain M, Izugbara C.;?;Survivors;KEN;-1.2839675;36.8216781;África;África Oriental;['KEN'];0;['África'];0;KEN;África;África Oriental;25;4;Domestic;Lower middle income;0.575;0.506
170;Determinants of Sexual Violence Against Married Women: Qualitative Evidence From Ghana;10.1177/1079063220910728;2020;Gervin A. Apatinga and Eric Y Tenkorang;Sex Abuse 0.0:1079063220910728;married women,sexual violence,violence,Ghana,Eastern Region,Africa;GHA;6.9168852;-2.5350966;África;África Ocidental;['GHA'];0;['África'];0;GHA;África;África Ocidental;22;7;Domestic;Lower middle income;0.632;0.529
171;Determinants of intimate partner violence during pregnancy among married women in Abay Chomen district, Western Ethiopia: a community based cross sectional study;10.1186/s12905-016-0294-6;2016;Bedilu Abebe Abate;BMC Women's Health, 2016, doi:10.1186/s12905-016-0294-6;Intimate partner violence,Pregnancy,Ethiopia;ETH;11.856591;38.008309;África;África Oriental;['ETH'];0;['África'];0;ETH;África;África Oriental;11;1;Domestic;Low income;0.498;0.491
172;S2054425120000230jra 1..12;;2020;Hossain, M and Pearson, R and McAlpine, A and Bacchus, L and Muuo, SW and Muthuri, SK and Spangaro, J and Kuper, H and Franchi, G and Cordero, RP and Cornish-Spencer, S and Hess, T and Bangha, M and Izugbara, C;GLOBAL MENTAL HEALTH;"Disability;humanitarian crisis;mental health;refugees;violence;POSTTRAUMATIC-STRESS-DISORDER;INTIMATE PARTNER VIOLENCE;PREVALENCE;CONFLICT;TORTURE;CONSEQUENCES;METAANALYSIS;ASSOCIATION;POPULATIONS;DEPRESSION;Violence";KEN;51.4893335;-0.1440551;África;África Oriental;['KEN'];0;['África'];0;GBR;Europa;Europa Ocidental;10;3;Cross-continental;Lower middle income;0.575;0.506
173;Disparities in intimate partner violence among women at the intersection of disability and HIV status in South Africa: a cross-sectional study;10.1136/bmjopen-2021-054782;2022;Akobirshoev I, Valentine A, Zandam H, Nandakumar A, Jewkes R, Blecher M, Mitra M.;BMJ Open;"Cross-Sectional Studies;South Africa;Cesarean Section";ZAF;-28.8166236;24.991639;África;África Meridional;['ZAF'];0;['África'];0;ZAF;África;África Meridional;10;3;Domestic;Upper middle income;0.713;0.405
174;Decision-making in the practice of female genital mutilation or cutting in Sudan: a cross-sectional study;10.1186/s41256-019-0096-0;2019;Majdi M. Sabahelzain;glob health res policy, doi:10.1186/s41256-019-0096-0;Female genital mutilation or cutting,Decision-making,Gender,Sudan;SDN;15.644353;32.4717201;África;África Setentrional;['SDN'];0;['África'];0;SDN;África;África Setentrional;26;1;Domestic;Low income;0.508;0.556
175;VAW689163 1..21;;2017;Wachter, K and Horn, R and Friis, E and Falb, K and Ward, L and Apio, C and Wanjiku, S and Puffer, E;VIOLENCE AGAINST WOMEN;"domestic violence;displacement;qualitative research;GENDER-BASED VIOLENCE;POLITICAL VIOLENCE;DOMESTIC VIOLENCE;ALCOHOL-USE;EXPERIENCES;PREVALENCE;EXPOSURE;Violence";SSD;30.3235768;-97.6726922;África;África Oriental;['SSD'];0;['África'];0;USA;América;América do Norte;25;4;Cross-continental;Low income;0.385;0.587
176;Effects of traumatic events on sex workers’ mental health and suicide intentions in Burkina Faso: a trauma-informed approach Charles W.;10.1071/sh17213;2019;Charles W. Cange,Andrea L. Wirtz,Odette Ky-Zerbo,Marcel Lougue,Seni Kouanda and Stefan Baral;SH17213 348..357;Suicide;BFA;12.0753083;-1.6880314;África;África Ocidental;['BFA'];0;['África'];0;BFA;África;África Ocidental;3;3;Domestic;Low income;0.449;0.594
177;AJPH202134433_proof.pdf;;2021;Palermo T, Prencipe L, Kajula L and Tanzania Cash Plus Evaluation Team.;-;"Adolescent;Violence";TZA;-6.8095731;39.2559914;África;África Oriental;['TZA'];0;['África'];0;TZA;África;África Oriental;18;3;Domestic;Lower middle income;0.549;0.537
178;Domestic violence among married women of reproductive age in Zimbabwe: a cross sectional study;10.1186/s12889-020-8447-9;2020;Joseph Lasong;BMC Public Health, 2020, doi:10.1186/s12889-020-8447-9;Domestic violence,Public health trends,Zimbabwe,Risk factors,Africa;ZWE;30.5951051;114.2999353;África;África Meridional;['ZWE'];0;['África'];0;CHN;Ásia;Ásia Oriental;4;1;Cross-continental;Lower middle income;0.593;0.503
179;OP-HEAP180054 1..10;;2018;Lilleston P, Winograd L, Ahmed S, Salamé D, Al Alam D, Stoebenau K, Michelis I, Palekar Joergense...;Health Policy and Planning;;LBN;33.8750629;35.843409;Ásia;Ásia Ocidental;['LBN'];0;['Ásia'];0;LBN;Ásia;Ásia Ocidental;25;4;Domestic;Lower middle income;0.706;0.432
180;Experiences and acceptance of intimate partner violence: associations with sexually transmitted infection symptoms and ability to negotiate sexual safety among young Liberian women;10.1080/13691058.2013.779030;2013;Callands, TA and Sipsma, HL and Betancourt, TS and Hansen, NB;CULTURE HEALTH & SEXUALITY;"intimate partner violence;STIs;sexual safety;women;Liberia;HIV RISK BEHAVIORS;MENTAL-HEALTH;PREGNANCY;CARE;INTERVENTIONS;PREVALENCE;CONFLICT;GENDER;Violence";LBR;41.2571306;-72.9896696;África;África Ocidental;['LBR'];0;['África'];0;USA;América;América do Norte;1;1;Cross-continental;Low income;0.481;0.648
181;Examining the Factors Associated With Sexual Violence Against Women in Sierra Leone: A Nationwide Cross-Sectional Study;10.1177/0886260520922344;2020;Abdul Rahman Shour, MSP, Ronald Anguzu, MBChB, MPH, Yuhong Zhou, PhD, MS, ME, and Kirsten Beyer, PhD, MS;J Interpers Violence 0.0:0886260520922344;sexual violence,national emergency,women,Sierra Leone,Demographic and Health Survey;SLE;8.4540503;-13.2232231;África;África Ocidental;['SLE'];0;['África'];0;SLE;África;África Ocidental;22;7;Domestic;Low income;0.477;0.644
182;Exploring Somali women’s reproductive health knowledge and experiences: results from focus group discussions in Mogadishu;10.1016/j.rhm.2015.11.018;2015;Gure, F and Yusuf, M and Foster, AM;REPRODUCTIVE HEALTH MATTERS;"reproductive health;post-conflict settings;contraception;qualitative research;CARE;SERVICES;Focus Groups";MLI;43.6832382;-79.3883655;África;África Ocidental;['MLI'];0;['África'];0;CAN;América;América do Norte;32;5;Cross-continental;Low income;0.428;0.613
183;Emotional and economic intimate partner violence as key drivers of depression and suicidal ideation: A cross-sectional study among young women in informal settlements in South Africa;10.1371/journal.pone.0194885;2018;Andrew Gibbs, Kristin Dunkle, Rachel Jewkes;PLOS ONE;"CORONARY-HEART-DISEASE;DOMESTIC VIOLENCE;STEPPING STONES;ABUSE;HEALTH;HIV;MULTICOUNTRY;METAANALYSIS;ASSOCIATION;INFECTIONS;Cross-Sectional Studies;Suicide;Cesarean Section;South Africa;Emotions";ZAF;-25.7459277;28.1879101;África;África Meridional;['ZAF'];0;['África'];0;ZAF;África;África Meridional;1;1;Domestic;Upper middle income;0.713;0.405
184;Ethnicity, religious affiliation and girl-child marriage: a cross-sectional study of nationally representative sample of female adolescents in Nigeria;10.1186/s12889-020-08714-5;2020;Jacob Wale Mobolaji;BMC Public Health, 2020, doi:10.1186/s12889-020-08714-5;Child marriage,Adolescents,Religion,Ethnicity,Female,Nigeria;NGA;7.5204371;4.5233004;África;África Ocidental;['NGA'];0;['África'];0;NGA;África;África Ocidental;21;6;Domestic;Lower middle income;0.535;0.68
185;Exploring Impacts of Community-Based Legal Aid on Intrahousehold Gender Relations in Tanzania;10.1080/13545701.2018.1554906;2019;"Valerie Mueller; Amber Peterman; Lucy Billings; Ayala Wineman";Feminist Economics, 2019. doi: 10.1080/13545701.2018.1554906;Legal aid, gender, intimate partner violence, intrahousehold decision making, Tanzania;TZA;33.4213174;-111.9331631;África;África Oriental;['TZA'];0;['África'];0;USA;América;América do Norte;18;3;Cross-continental;Lower middle income;0.549;0.537
186;Gender Inequality Prevents Abused Women from Seeking Care Despite Protection Given in Gender-Based Violence Legislation: A Qualitative Study from Rwanda;10.1371/journal.pone.0154540;2016;Aline Umubyeyi, Margareta Persson, Ingrid Mogren, Gunilla Krantz;PLOS ONE;Socioeconomic Factors;RWA;-1.9646631;30.0644358;África;África Oriental;['RWA'];0;['África'];0;RWA;África;África Oriental;7;5;Domestic;Low income;0.534;0.388
187;12889_2017_4349_Article 1..14;;2017;Scorgie, F and Baron, D and Stadler, J and Venables, E and Brahmbhatt, H and Mmari, K and Delany-Moretlwe, S;BMC PUBLIC HEALTH;"Adolescents;Violence;Inner-city;Gender;Low-income;SOUTH Africa;Johannesburg;CHILDREN;PREVALENCE;HEALTH;YOUTH;PATTERNS;South Africa;Adolescent";ZAF;-26.1888766;28.0247912;África;África Meridional;['ZAF'];0;['África'];0;ZAF;África;África Meridional;2;2;Domestic;Upper middle income;0.713;0.405
188;Gendered Role of Appraisals of Safety in Psychological Outcome in Relation to Trauma;10.1037/tra0000167;2017;Padmanabhanunni, A and Campbell, J and Pretorius, TB;PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY;"appraisals;safety;violence;trauma;Harvard Trauma Questionnaire;POSTTRAUMATIC-STRESS-DISORDER;SOCIAL SUPPORT;SYMPTOMS;PTSD;EXPOSURE;VIOLENCE";ZAF;-33.9327302;18.62864;África;África Meridional;['ZAF'];0;['África'];0;ZAF;África;África Meridional;31;5;Domestic;Upper middle income;0.713;0.405
189;deb_pone.0071922 1..9;;2013;Gari S, Malungo JR, Martin-Hilber A, Musheke M, Schindler C, Merten S.;PLoS ONE;"Cross-Sectional Studies;Cesarean Section;Violence;HIV-1";ZMB;-14.5189121;27.5589884;África;África Meridional;['ZMB'];0;['África'];0;ZMB;África;África Meridional;8;5;Domestic;Low income;0.565;0.526
190;Gendered economic, social and health effects of the COVID-19 pandemic and mitigation policies in Kenya: evidence from a prospective cohort survey in Nairobi informal settlements;10.1136/bmjopen-2020-042749;2021;Pinchoff J, Austrian K, Rajshekhar N, Abuya T, Kangwana B, Ochako R, Tidwell JB, Mwanga D, Muluve...;;Kenya;KEN;-1.2839675;36.8216781;África;África Oriental;['KEN'];0;['África'];0;KEN;África;África Oriental;5;5;Domestic;Lower middle income;0.575;0.506
191;High prevalence of workplace violence among nurses working at public health facilities in Southern Ethiopia;10.1186/s12912-015-0062-1;2015;Mathewos Fute; 2015, :. doi:10.1186/s12912-015-0062-1;Public Health Facilities,Nurse,Workplace Violence,Ethiopia;ETH;11.7108206;41.0330866;África;África Oriental;['ETH'];0;['África'];0;ETH;África;África Oriental;6;6;Domestic;Low income;0.498;0.491
192;Histories of forced sex and health outcomes among Southern African lesbian and bisexual women: a cross-sectional study;10.1186/s12905-015-0181-6;2015;Theo Sandfort; 2015, :. doi:10.1186/s12905-015-0181-6;Lesbian and bisexual women,Forced sex,Mental health,Southern Africa;ZAF;40.7127281;-74.0060152;África;África Meridional;['ZAF'];0;['África'];0;USA;América;América do Norte;16;3;Cross-continental;Upper middle income;0.713;0.405
193;Intersections of Women as Survivors: Disclosures of Violence and Global Research Standards in Guyana and Trinidad and Tobago;10.3390/socsci12010031;2022;Ruth Rodney, Sireesha Bobbili, Gabrielle Hosein and Emmanuelle Cummings;Global guidelines on VAWG research prioritize safety-first approaches to discuss experiences of violence with survivors. Guidelines recommend that survivors only be interviewed in confidential and private interviews. However, little is known about why and how women choose to disclose experiences of violence in focus group settings. Utilizing survivor quotes and reflexive notes from the qualitative components of the first national prevalence surveys on VAWG in Guyana and Trinidad and Tobago, we reflect on women’s decisions to disclose experiences of violence in focus groups. Our results illustrate that women’s choice to speak out about previous experiences of violence and in some cases, irrespective of the guidelines provided for focus group discussions, aligns with the unapologetic nature of Caribbean feminist organizing in the region. Identifying as a survivor of gender-based violence holds different meanings for women based on when the relationship occurred and the sense of insight and empowerment they gained and therefore guides which information and where women feel comfortable disclosing. Researchers should ensure safety-first approaches are followed and also support women who choose to disclose experiences of violence outside of confidential interviews. Focus groups can be areas where women disclose violence and should be addressed through preparation rather than as an error in ethical research practices.;"violence against women; survivors disclosure; feminist research methodologies; Caribbean; qualitative research; focus groups";"GUY; TTO";43.7739325;-79.4988225;América;América do Sul / Caribe;['GUY', 'TTO'];1;['América'];0;CAN;América;América do Norte;7;5;Multi-national;;;
194;Intimate Partner Violence Among Women Accessing HIV-Care Services at Tertiary Hospitals in Ogun State, Nigeria: Implications for Policy and Practice;10.1177/0886260520909189;2020;Olumide Abiodun, Kolawole Sodeinde, Fikayo Bamidele, Yejide Ojinni, John Adekeye, Faith Ohiaogu, and Fortunate Mbonu;J Interpers Violence 0.0:0886260520909189;HIV,HIV-care,intimate partner violence,Nigeria,women;NGA;6.89516;2.9818004;África;África Ocidental;['NGA'];0;['África'];0;NGA;África;África Ocidental;8;5;Domestic;Lower middle income;0.535;0.68
195;IJWH_A_203327 451..461;;2019;Brooks, RD and Jolly, PE and Marsh, L and Velazquez, JM and Padilla, L and Jaoko, WG;INTERNATIONAL JOURNAL OF WOMENS HEALTH;"intimate partner violence;emotional abuse;sexual violence;physical violence;controlling behavior;violence against women;PREVALENCE;COMMUNITY;MOMBASA;GENDER;ABUSE;SEX;Kenya;Violence";KEN;33.5016153;-86.8060476;África;África Oriental;['KEN'];0;['África'];0;USA;América;América do Norte;8;5;Cross-continental;Lower middle income;0.575;0.506
196;Intimate Partner Violence among Women with Disabilities in Uganda;10.3390/ijerph16060947;2019;Anne Valentine, Ilhom Akobirshoev and Monika Mitra;Violence against women with disabilities is pervasive, yet a paucity of research examines intimate partner violence (IPV) experienced by women with disabilities in low- and middle-income countries. The purpose of this study is to document the prevalence and consequences of IPV exposure among Ugandan women with disabilities. Cross sectional data from the 2011 and 2016 Uganda Demographic and Health Surveys (UDHS) were used to study married and/or partnered women aged 15–49 who answered specific questions about lifetime intimate partner violence (N = 8592). Univariate and multivariate logistic regression models were used to investigate the relationship between disability, IPV, and indicators of maternal and child health. Compared to women without disabilities, women with disabilities were more likely to experience lifetime physical violence (odds ratio (OR) 1.4, p < 0.01), sexual violence (OR = 1.7, p < 0.01), and emotional abuse (1.4, p < 0.01) after controlling for sociodemographic and household characteristics. Study findings suggest that women with disabilities in Uganda may experience increased risk for IPV compared to women without disabilities, with concomitant risks to their health and the survival of their infants. Further research examining the prevalence and correlates of IPV in low- and middle-income countries is needed to address the needs and rights of women with disabilities.;"intimate partner violence; disability; maternal; reproductive health; low- and middle-income country";UGA;42.3665095;-71.2580196;África;África Oriental;['UGA'];0;['África'];0;USA;América;América do Norte;10;3;Cross-continental;Low income;0.525;0.523
197;Intersectional discrimination, gender-based violence, and social participation of women with disabil;;2022;Wayack-Pambè M, Kouanda S.;;Discrimination (Psychology);BFA;12.3794406;-1.4990505;África;África Ocidental;['BFA'];0;['África'];0;BFA;África;África Ocidental;10;3;Domestic;Low income;0.449;0.594
198;Intimate partner violence and forced migration during pregnancy: Structural constraints to women’s agency;10.1080/17441692.2015.1030684;2015;Janet M. Turan;Global Public Health, 2015. doi:10.1080/17441692.2015.1030684;"intimate partner violence; migration; HIV/AIDS; pregnancy; Africa";KEN;33.5016153;-86.8060476;África;África Oriental;['KEN'];0;['África'];0;USA;América;América do Norte;17;4;Cross-continental;Lower middle income;0.575;0.506
199;Intimate partner violence against married and cohabiting women in sub-Saharan Africa: does sexual autonomy matter?;10.1186/s12978-022-01382-1;2022; Richard Gyan Aboagye;Reproductive Health, https://doi.org/10.1186/s12978-022-01382-1;"Intimate partner violence;Sexual autonomy;Sub-Saharan Africa;Demographic and Health Survey";"CMR; GMB; GHA; MWI; MLI; ZMB";33.7680065;66.2385139;África;África Central / África Ocidental / África Meridional;['CMR', 'GMB', 'GHA', 'MWI', 'MLI', 'ZMB'];1;['África'];0;AFG;Ásia;Ásia Meridional;21;6;Multi-national;;;
200;Intimate partner violence in the postpartum period and its associated factors among women attending a postnatal clinic in Central Ethiopia;10.1177/20503121221100136;2022;Dirirsa, DE and Desta, AA and Geleta, TA and Gemmechu, MM and Melese, GT and Abebe, ST;SAGE Open Medicine 2022.10:20503121221100136;"Postpartum violence;physical;psychological;sexual;Ethiopia";ETH;6.5045055;124.8365174;África;África Oriental;['ETH'];0;['África'];0;PHL;Ásia;Sudeste Asiático;30;1;Cross-continental;Low income;0.498;0.491
201;Intimate partner violence and unmet need for contraceptive use among Ethiopian women living in marital union;;2018;Negussie Deyessa;ETHIOPIAN JOURNAL OF HEALTH DEVELOPMENT;"IPV;Unmet need;contraception;Ethiopia;EDHS;UNINTENDED PREGNANCY;PHYSICAL VIOLENCE;SEXUAL VIOLENCE;HEALTH;PREVALENCE;OUTCOMES;Violence";ETH;9.0034887;38.8049675;África;África Oriental;['ETH'];0;['África'];0;ETH;África;África Oriental;32;5;Domestic;Low income;0.498;0.491
202;Intimate partner violence against women living with and without HIV, and the associated factors in Wolaita Zone, Southern Ethiopia: A comparative cross-sectional study;10.1371/journal.pone.0220919;2019;Mengistu Meskele, Nelisiwe Khuzwayo, Myra Taylor;PLOS ONE;"GENDER-BASED VIOLENCE;ALCOHOL-USE;RISK;Cross-Sectional Studies;Cesarean Section";ETH;6.8286567;37.747419;África;África Oriental;['ETH'];0;['África'];0;ETH;África;África Oriental;8;5;Domestic;Low income;0.498;0.491
203;S2054425117000280jra 1..9;;2018;Stark, L and Asghar, K and Seff, I and Cislaghi, B and Yu, G and Gessesse, TT and Eoomkham, J and Baysa, AA and Falb, K;GLOBAL MENTAL HEALTH;"Adolescent health;conflict;gender norms;resilience;self-esteem;SOCIAL NORMS;GROUP SOCIALIZATION;MENTAL-HEALTH;BEHAVIOR;WOMEN;MULTICOUNTRY;PREVALENCE;CHILDHOOD;CONFLICT;DYNAMICS;Adolescent";ETH;40.8077559;-73.9616141;África;África Oriental;['ETH'];0;['África'];0;USA;América;América do Norte;25;4;Cross-continental;Low income;0.498;0.491
204;Intimate partner violence and associated factors among reproductive age women during COVID-19 pandemic in Southern Ethiopia, 2020;10.1186/s12978-021-01297-3;2021; Solomon Shitu;Reproductive Health, https://doi.org/10.1186/s12978-021-01297-3;"Intimate partner violence;COVID;Reproductive age;Gurage;Ethiopia";ETH;6.5045055;124.8365174;África;África Oriental;['ETH'];0;['África'];0;PHL;Ásia;Sudeste Asiático;30;1;Cross-continental;Low income;0.498;0.491
205;Intimate partner violence: associations with low infant birthweight in a South African birth cohort;10.1007/s11011-014-9525-4;2014;Koen N, Wyatt GE, Williams JK, Zhang M, Myer L, Zar HJ, Stein DJ.;Metab Brain Dis;"Infant;Violence";ZAF;-25.6907831;27.2244179;África;África Meridional;['ZAF'];0;['África'];0;ZAF;África;África Meridional;11;1;Domestic;Upper middle income;0.713;0.405
